baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_symbols,gene_mgi,gene_entrezid
23.58460529173005,1.655747441257289,0.5724934423375686,3.6507543746425555e-4,0.0014249930196711278,Slco5a1,MGI:MGI:2443431,240726
196.11208391555286,2.20446358461708,0.20031905044222803,3.1544168521541413e-29,7.262942385953347e-28,Ogfrl1,MGI:MGI:1917405,70155
344.1907509957908,2.8239567938759778,0.15866186448754013,6.720507256234446e-72,4.270533087662383e-70,Tbc1d8,MGI:MGI:1927225,54610
603.1505094439515,1.8405470895504947,0.11611616050999422,1.510750897497718e-57,7.741070133450013e-56,Fhl2,MGI:MGI:1338762,14200
361.9930740758317,1.2752342445430167,0.13940526558242664,1.1020950556657767e-20,1.8243737854247019e-19,Nrp2,MGI:MGI:1100492,18187
197.86715467577753,1.9824372110998159,0.19557385923874496,3.739531972230996e-25,7.516798450757746e-24,Adam23,MGI:MGI:1345162,23792
17.736047457304696,3.073319086333658,0.7458778204280877,2.7301310810059113e-6,1.5130507638372555e-5,Fn1,MGI:MGI:95566,14268
6.22348241374207,3.260792470936783,1.4967750518113734,0.0021145876666339536,0.007025773002577467,Cxcr2,MGI:MGI:105303,12765
47.064407295182825,2.215041372281959,0.41339023830897653,6.50977010377389e-9,4.903175066789547e-8,Slc11a1,MGI:MGI:1345275,18173
135.72710607593643,2.7900519633595056,0.24984001606985104,5.38345306162808e-30,1.2776872734886778e-28,Cyp27a1,MGI:MGI:88594,104086
47.62971526469782,2.9715175929056277,0.4446142125857249,1.5114016220079859e-12,1.565165850267499e-11,Pid1,MGI:MGI:2138391,98496
56.15453042961673,1.1463896446330697,0.34795664236417867,1.8752253214092694e-4,7.753234543671861e-4,A530032D15Rik,MGI:MGI:3037746,381287
11.811785301718059,2.4191601421012576,1.0038950636166382,6.696944557304188e-4,0.0024797437355147437,Ugt1a7c,MGI:MGI:3032636,394432
15.145134955037843,1.1662523745953934,0.7014508888387282,0.012160773393898055,0.0332149671083683,Sned1,MGI:MGI:3045960,208777
6.399826666720645,4.204426125166336,1.6944223195551515,5.485244280901925e-4,0.002062521651243059,Serpinb8,MGI:MGI:894657,20725
28.183921508864877,2.459951289321319,0.5759553069341491,1.104579296363368e-6,6.4164765220269175e-6,Steap3,MGI:MGI:1915678,68428
495.68091674281965,1.4579335437233558,0.12177806893914697,7.637486021014729e-34,2.0799537583190495e-32,Tmem163,MGI:MGI:1919410,72160
113.36974076569064,2.002703240780636,0.25229485182896916,2.1514404025021452e-16,2.8550065041886625e-15,Fcmr,MGI:MGI:1916419,69169
91.90277348066633,1.6920759806008847,0.2756901010873196,1.0147246932111192e-10,9.113502576463999e-10,Dyrk3,MGI:MGI:1330300,226419
194.6301545441555,4.281677443211325,0.2606590046266375,1.4306066016738265e-61,7.926007637836022e-60,Rab7b,MGI:MGI:2442295,226421
220.96573896842042,1.5824841770761262,0.17824313698836192,8.758905850750617e-20,1.388968173774219e-18,Plekha6,MGI:MGI:2388662,240753
31.574486664724443,2.8398995072589797,0.5511882146006267,1.533807709524801e-8,1.1090080294520881e-7,Chit1,MGI:MGI:1919134,71884
55.427069830397066,2.697901663336841,0.420634626136052,7.063952235651323e-12,6.996469786919683e-11,Ppfia4,MGI:MGI:1915757,68507
256.4796303307322,2.086251501080452,0.1734639434449001,2.460470687090798e-34,6.815888251786369e-33,Nav1,MGI:MGI:2183683,215690
22.359539843548074,2.4419668172533937,0.620810801880294,5.896457861166754e-6,3.116640689979831e-5,Rgs18,MGI:MGI:1927498,64214
70.71084698906806,1.5296109609281603,0.3266057518164045,3.336162108575591e-7,2.069517775470142e-6,Ptgs2,MGI:MGI:97798,19225
71.50060279686248,1.814226540332106,0.3277287019721395,3.0151102436822637e-9,2.345541444065066e-8,Ncf2,MGI:MGI:97284,17970
160.87781331281528,2.7452601095218627,0.2330321714510667,3.6783082392939544e-33,9.806425078863537e-32,Cacna1e,MGI:MGI:106217,12290
2372.071989623483,1.2595987573552092,0.06773074518067461,6.0236748604134525e-78,4.0760966259645075e-76,Fasl,MGI:MGI:99255,14103
20.434258543533574,3.5812146652288344,0.7641527105298533,1.7683948610936384e-7,1.1269544389766037e-6,Dnm3,MGI:MGI:1341299,103967
25.355086386256797,1.0605866072775356,0.5499035713312274,0.008509538104083166,0.024262368677912764,NA,NA,NA
80.24591148328295,1.3683538653838085,0.2922377591162836,4.3515686811357807e-7,2.664903666592617e-6,Fam78b,MGI:MGI:2443050,226610
50.493465626937535,1.572344220175113,0.38608748288082717,5.165795770128901e-6,2.7499397396544253e-5,Mgst3,MGI:MGI:1913697,66447
37.33332206813775,3.862136462603939,0.572940732342543,1.2416234702468573e-12,1.2956293410245164e-11,Pbx1,MGI:MGI:97495,18514
107.98855919835067,2.654348712734526,0.2728056216133387,1.99250723271413e-23,3.6644357602478017e-22,Fcrla,MGI:MGI:2138647,98752
310.9510716852937,2.298310750854037,0.1615309897251681,4.9668956352902745e-47,1.996782147801843e-45,Fcgr2b,MGI:MGI:95499,14130
169.381761020186,1.4840207927921354,0.20215310900496358,3.134157140376353e-14,3.6293580628172677e-13,Fcer1g,MGI:MGI:95496,14127
237.46442913070254,2.8753295513497394,0.19444538048098112,1.2864471615214722e-50,5.716145796143905e-49,Cd244a,MGI:MGI:109294,18106
2092.9510644798456,1.605116787373004,0.0724333008368793,9.17180338594525e-110,9.915055013989228e-108,Slamf7,MGI:MGI:1922595,75345
9221.060609079037,1.0766110550409953,0.04895290134716729,9.085830264874498e-108,9.42004004479298e-106,Cd48,MGI:MGI:88339,12506
